Product,SKU,Contact ID,Invoice No.,Date,Quantity,Unit Price,Discount,Tax,Price inc. tax,Total
Sausage,170,CO0008,23537,03/16/2022,1 Pk(s),600,0,0.0000(),600,600
Chicken Gizzard,174,CO0478,23540,03/16/2022,1 Kg,1900,0,0.0000(),1900,1900
Egg,176,CO0039,23535,03/16/2022,1 Crt,2100,0,0.0000(),2100,2100
Chicken Gizzard,174,CO1514,23538,03/16/2022,1 Kg,1900,0,0.0000(),1900,1900
Tilapia,163,CO1515,23544,03/16/2022,1.1 Kg,1700,0,0.0000(),1700,1870
Egg Half,206,CO1463,23542,03/16/2022,1 1/2,1050,0,0.0000(),1050,1050
Chicken - Normal Laps,159,CO1463,23542,03/16/2022,1 Kg,2150,0,0.0000(),2150,2150
Turkey,160,CO1463,23542,03/16/2022,1.1 Kg,2800,0,0.0000(),2800,3080
Turkey,160,CO0001,23541,03/16/2022,0.8 Kg,2800,0,0.0000(),2800,2240
Shrimps,171,CO0478,23540,03/16/2022,0.25 Kg,6000,0,0.0000(),6000,1500
Nigerian Soft chicken,156,CO0478,23540,03/16/2022,1 Kg,1900,0,0.0000(),1900,1900
Turkey,160,CO0478,23540,03/16/2022,1.1 Kg,2800,0,0.0000(),2800,3080
Titus,161,CO0478,23540,03/16/2022,0.9 Kg,2100,0,0.0000(),2100,1890
Panla,162,CO0478,23540,03/16/2022,0.8 Kg,1450,0,0.0000(),1450,1160
Egg,176,CO0039,23534,03/16/2022,1 Crt,2100,0,0.0000(),2100,2100
Croaker,165,CO0478,23540,03/16/2022,1.15 Kg,1750,0,0.0000(),1750,2012.5
Turkey,160,CO0207,23543,03/16/2022,1.5 Kg,2800,0,0.0000(),2800,4200
Egg,176,CO1375,23533,03/16/2022,2 Crt,2100,0,0.0000(),2100,4200
Turkey,160,CO0001,23545,03/16/2022,1 Kg,2800,0,0.0000(),2800,2800
Turkey Gizzard,173,CO0658,23531,03/16/2022,2 Kg,2900,0,0.0000(),2900,5800
Nigerian Soft chicken,156,CO0602,23532,03/16/2022,5 Kg,1900,0,0.0000(),1900,9500
Chicken - Normal Laps,159,CO0001,23523,03/16/2022,1 Kg,2150,0,0.0000(),2150,2150
Egg,176,CO0055,23525,03/16/2022,1 Crt,2100,0,0.0000(),2100,2100
Egg,176,CO0322,23526,03/16/2022,1 Crt,2100,0,0.0000(),2100,2100
Turkey,160,CO0322,23526,03/16/2022,1 Kg,2800,0,0.0000(),2800,2800
Turkey,160,CO0001,23524,03/16/2022,0.5 Kg,2800,0,0.0000(),2800,1400
Chicken - Normal Laps,159,CO0001,23528,03/16/2022,0.65 Kg,2150,0,0.0000(),2150,1397.5
Panla,162,CO0001,23529,03/16/2022,0.75 Kg,1450,0,0.0000(),1450,1087.5
Turkey Gizzard,173,CO0479,23530,03/16/2022,2 Kg,2900,0,0.0000(),2900,5800
Egg,176,CO0658,23531,03/16/2022,1 Crt,2100,0,0.0000(),2100,2100
Croaker,165,CO0567,23527,03/16/2022,1.4 Kg,1750,0,0.0000(),1750,2450
Cow Beef/Kg,232,CO0039,23554,03/17/2022,1 Kg,2500,0,0.0000(),2500,2500
Croaker,165,CO0225,23551,03/17/2022,2 Kg,1750,0,0.0000(),1750,3500
Titus,161,CO0225,23551,03/17/2022,2 Kg,2100,0,0.0000(),2100,4200
Nigerian Soft chicken,156,CO0225,23551,03/17/2022,3 Kg,1900,0,0.0000(),1900,5700
Chicken Breast,168,CO1516,23552,03/17/2022,2 Pk(s),2800,0,0.0000(),2800,5600
Egg Half,206,CO0001,23553,03/17/2022,1 1/2,1050,0,0.0000(),1050,1050
Titus,161,CO0001,23553,03/17/2022,0.4 Kg,2100,0,0.0000(),2100,840
Chicken Orobo,157,CO0039,23554,03/17/2022,0.8 Kg,2000,0,0.0000(),2000,1600
Chicken - Normal Laps,159,CO0040,23558,03/17/2022,1.95 Kg,2150,0,0.0000(),2150,4192.5
Panla,162,CO0001,23556,03/17/2022,2.4 Kg,1450,0,0.0000(),1450,3480
Titus,161,CO0001,23557,03/17/2022,0.7 Kg,2100,0,0.0000(),2100,1470
Turkey,160,CO0001,23557,03/17/2022,0.5 Kg,2800,0,0.0000(),2800,1400
Titus,161,CO0040,23558,03/17/2022,0.8 Kg,2100,0,0.0000(),2100,1680
Turkey,160,CO0602,23550,03/17/2022,10 Kg,2800,0,0.0000(),2800,28000
Turkey,160,CO0656,23559,03/17/2022,1.1 Kg,2800,0,0.0000(),2800,3080
Sausage,170,CO0001,23560,03/17/2022,1 Pk(s),600,0,0.0000(),600,600
Chicken Gizzard,174,CO0327,23555,03/17/2022,1 Kg,1900,0,0.0000(),1900,1900
Tilapia,163,CO0392,23549,03/17/2022,0.8 Kg,1700,0,0.0000(),1700,1360
Nigerian Soft chicken,156,CO0602,23550,03/17/2022,10 Kg,1900,0,0.0000(),1900,19000
Tilapia,163,CO0001,23548,03/17/2022,2 Kg,1700,0,0.0000(),1700,3400
Old layers,179,CO0392,23549,03/17/2022,2 Pc(s),3800,0,0.0000(),3800,7600
Turkey,160,CO0001,23547,03/17/2022,0.5 Kg,2800,0,0.0000(),2800,1400
Turkey,160,CO0316,23546,03/17/2022,60 Kg,2800,0,0.0000(),2800,168000
Tilapia,163,CO0316,23546,03/17/2022,5 Kg,1700,0,0.0000(),1700,8500
Kote,164,CO0316,23546,03/17/2022,5 Kg,1400,0,0.0000(),1400,7000
Titus,161,CO0357,23578,03/18/2022,1.5 Kg,2100,0,0.0000(),2100,3150
Nigerian Soft chicken,156,CO0656,23577,03/18/2022,1 Kg,1900,0,0.0000(),1900,1900
Croaker,165,CO0656,23577,03/18/2022,1.4 Kg,1750,0,0.0000(),1750,2450
Tilapia,163,CO0001,23576,03/18/2022,2 Kg,1700,0,0.0000(),1700,3400
Chicken Gizzard,174,CO0001,23576,03/18/2022,1 Kg,1900,0,0.0000(),1900,1900
Nigerian Soft chicken,156,CO1416,23574,03/18/2022,3 Kg,1900,0,0.0000(),1900,5700
Old layers,179,CO1489,23579,03/18/2022,3 Pc(s),3800,0,0.0000(),3800,11400
Chicken - Normal Laps,159,CO0001,23573,03/18/2022,0.5 Kg,2150,0,0.0000(),2150,1075
Chicken Orobo,157,CO0602,23572,03/18/2022,5 Kg,2000,0,0.0000(),2000,10000
Turkey,160,CO0602,23572,03/18/2022,10 Kg,2800,0,0.0000(),2800,28000
Nigerian Soft chicken,156,CO1518,23571,03/18/2022,1 Kg,1900,0,0.0000(),1900,1900
Tilapia,163,CO0001,23588,03/18/2022,0.9 Kg,1700,0,0.0000(),1700,1530
Turkey,160,CO0656,23580,03/18/2022,0.85 Kg,2800,0,0.0000(),2800,2380
Old layers,179,CO0074,23589,03/18/2022,2 Pc(s),3800,0,0.0000(),3800,7600
Turkey,160,CO0001,23588,03/18/2022,0.6 Kg,2800,0,0.0000(),2800,1680
Titus,161,CO0001,23590,03/18/2022,0.4 Kg,2100,0,0.0000(),2100,840
Chicken Gizzard,174,CO0478,23591,03/18/2022,1 Kg,1900,0,0.0000(),1900,1900
Croaker,165,CO0478,23591,03/18/2022,1 Kg,1750,0,0.0000(),1750,1750
Turkey,160,CO0656,23587,03/18/2022,1 Kg,2800,0,0.0000(),2800,2800
Old layers,179,CO1058,23586,03/18/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Nigerian Soft chicken,156,CO1360,23585,03/18/2022,1.6 Kg,1900,0,0.0000(),1900,3040
Sausage,170,CO0656,23584,03/18/2022,2 Pk(s),600,0,0.0000(),600,1200
Nigerian Soft chicken,156,CO0331,23583,03/18/2022,2.5 Kg,1900,0,0.0000(),1900,4750
Turkey Gizzard,173,CO0331,23583,03/18/2022,1 Kg,2900,0,0.0000(),2900,2900
Titus,161,CO0001,23582,03/18/2022,0.5 Kg,2100,0,0.0000(),2100,1050
Turkey,160,CO1518,23571,03/18/2022,2 Kg,2800,0,0.0000(),2800,5600
Nigerian Soft chicken,156,CO1089,23581,03/18/2022,2 Kg,1900,0,0.0000(),1900,3800
Titus,161,CO1518,23571,03/18/2022,0.4 Kg,2100,0,0.0000(),2100,840
Croaker,165,CO1503,23575,03/18/2022,1.7 Kg,1750,0,0.0000(),1750,2975
Cow Beef/Kg,232,CO0476,23570,03/18/2022,1 Kg,2500,0,0.0000(),2500,2500
Nigerian Soft chicken,156,CO0478,23591,03/18/2022,1 Kg,1900,0,0.0000(),1900,1900
Turkey,160,CO0478,23591,03/18/2022,1 Kg,2800,0,0.0000(),2800,2800
Chicken Gizzard,174,CO1489,23561,03/18/2022,1 Kg,1900,0,0.0000(),1900,1900
Turkey Gizzard,173,CO1489,23561,03/18/2022,1 Kg,2900,0,0.0000(),2900,2900
Nigerian Soft chicken,156,CO0016,23562,03/18/2022,1.5 Kg,1900,0,0.0000(),1900,2850
Panla,162,CO0039,23563,03/18/2022,5 Kg,1450,0,0.0000(),1450,7250
Egg Half,206,CO1518,23571,03/18/2022,1 1/2,1050,0,0.0000(),1050,1050
Croaker,165,CO1236,23564,03/18/2022,1.1 Kg,1750,0,0.0000(),1750,1925
Chicken Orobo,157,CO0039,23563,03/18/2022,10 Kg,2000,0,0.0000(),2000,20000
Nigerian Soft chicken,156,CO0001,23566,03/18/2022,1 Kg,1900,0,0.0000(),1900,1900
Chicken Orobo,157,CO0867,23567,03/18/2022,1 Kg,2000,0,0.0000(),2000,2000
Old layers,179,CO0042,23568,03/18/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Egg,176,CO0042,23568,03/18/2022,1 Crt,2100,0,0.0000(),2100,2100
Panla,162,CO0042,23568,03/18/2022,1.5 Kg,1450,0,0.0000(),1450,2175
Turkey,160,CO0042,23568,03/18/2022,1 Kg,2800,0,0.0000(),2800,2800
Croaker,165,CO1517,23569,03/18/2022,1.4 Kg,1750,0,0.0000(),1750,2450
Kote,164,CO0653,23565,03/18/2022,0.9 Kg,1400,0,0.0000(),1400,1260
Chicken Orobo,157,CO0656,23611,03/19/2022,0.7 Kg,2000,0,0.0000(),2000,1400
Croaker,165,CO0251,23612,03/19/2022,1 Kg,1750,0,0.0000(),1750,1750
Tilapia,163,CO0251,23612,03/19/2022,1 Kg,1700,0,0.0000(),1700,1700
Egg,176,CO0001,23613,03/19/2022,1 Crt,2100,0,0.0000(),2100,2100
Old layers,179,CO0001,23617,03/19/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Nigerian Soft chicken,156,CO0001,23613,03/19/2022,1.2 Kg,1900,0,0.0000(),1900,2280
Nigerian Soft chicken,156,CO0656,23614,03/19/2022,1 Kg,1900,0,0.0000(),1900,1900
Chicken Orobo,157,CO0526,23615,03/19/2022,2 Kg,2000,0,0.0000(),2000,4000
Croaker,165,CO1519,23616,03/19/2022,2.1 Kg,1750,0,0.0000(),1750,3675
Titus,161,CO1519,23616,03/19/2022,2 Kg,2100,0,0.0000(),2100,4200
Turkey,160,CO1046,23610,03/19/2022,0.7 Kg,2800,0,0.0000(),2800,1960
Titus,161,CO0001,23613,03/19/2022,1 Kg,2100,0,0.0000(),2100,2100
Croaker,165,CO1046,23610,03/19/2022,2.3 Kg,1750,0,0.0000(),1750,4025
Turkey,160,CO1378,23605,03/19/2022,0.5 Kg,2800,0,0.0000(),2800,1400
Chicken Gizzard,174,CO0212,23608,03/19/2022,1 Kg,1900,0,0.0000(),1900,1900
Old layers,179,CO0212,23608,03/19/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Chicken Wings,158,CO1339,23607,03/19/2022,1 Kg,2200,0,0.0000(),2200,2200
Nigerian Soft chicken,156,CO0001,23606,03/19/2022,1.2 Kg,1900,0,0.0000(),1900,2280
Chicken Orobo,157,CO0001,23618,03/19/2022,3 Kg,2000,0,0.0000(),2000,6000
Titus,161,CO1378,23605,03/19/2022,0.7 Kg,2100,0,0.0000(),2100,1470
Egg,176,CO0671,23604,03/19/2022,1 Crt,2100,0,0.0000(),2100,2100
Nigerian Soft chicken,156,CO1433,23603,03/19/2022,5 Kg,1900,0,0.0000(),1900,9500
Turkey,160,CO0155,23602,03/19/2022,1 Kg,2800,0,0.0000(),2800,2800
Titus,161,CO0155,23602,03/19/2022,1.2 Kg,2100,0,0.0000(),2100,2520
Turkey,160,CO0001,23601,03/19/2022,2 Kg,2800,0,0.0000(),2800,5600
Nigerian Soft chicken,156,CO0001,23600,03/19/2022,0.5 Kg,1900,0,0.0000(),1900,950
Turkey,160,CO0001,23599,03/19/2022,1 Kg,2800,0,0.0000(),2800,2800
Chicken Orobo,157,CO0001,23609,03/19/2022,0.8 Kg,2000,0,0.0000(),2000,1600
Croaker,165,CO0705,23619,03/19/2022,2.3 Kg,1750,0,0.0000(),1750,4025
Turkey,160,CO0796,23597,03/19/2022,3 Kg,2800,0,0.0000(),2800,8400
Ponmo,175,CO0001,23621,03/19/2022,1 Pk(s),1000,0,0.0000(),1000,1000
Nigerian Soft chicken,156,CO0567,23592,03/19/2022,0.9 Kg,1900,0,0.0000(),1900,1710
Chicken Orobo,157,CO0445,23598,03/19/2022,1.4 Kg,2000,0,0.0000(),2000,2800
Kote,164,CO0155,23620,03/19/2022,1.1 Kg,1400,0,0.0000(),1400,1540
Goatmeat - One-Eight,188,CO0039,23593,03/19/2022,1 Pk(s),3500,0,0.0000(),3500,3500
Ofada Rice,177,CO0039,23593,03/19/2022,1 Kg,1500,0,0.0000(),1500,1500
Chicken Gizzard,174,CO0039,23593,03/19/2022,1 Kg,1900,0,0.0000(),1900,1900
Breeder,181,CO0219,23594,03/19/2022,3 Pc(s),9000,0,0.0000(),9000,27000
Chicken Gizzard,174,CO0219,23594,03/19/2022,1 Kg,1900,0,0.0000(),1900,1900
Cow Leg/Kg,231,CO0039,23593,03/19/2022,1 Kg,2000,0,0.0000(),2000,2000
Old layers,179,CO0529,23596,03/19/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Nigerian Soft chicken,156,CO0127,23595,03/19/2022,1 Kg,1900,0,0.0000(),1900,1900
Titus,161,CO0001,23621,03/19/2022,1 Kg,2100,0,0.0000(),2100,2100
Turkey,160,CO0001,23621,03/19/2022,1 Kg,2800,0,0.0000(),2800,2800
Titus,161,CO0082,23622,03/19/2022,1 Kg,2100,0,0.0000(),2100,2100
Chicken Orobo,157,CO0796,23597,03/19/2022,3 Kg,2000,0,0.0000(),2000,6000
Chicken Wings,158,CO0082,23622,03/19/2022,1 Kg,2200,0,0.0000(),2200,2200
Turkey,160,CO0673,23623,03/19/2022,1 Kg,2800,0,0.0000(),2800,2800
Chicken Orobo,157,CO0529,23596,03/19/2022,2 Kg,2000,0,0.0000(),2000,4000
Turkey,160,CO0082,23622,03/19/2022,2 Kg,2800,0,0.0000(),2800,5600
Turkey,160,CO1520,23637,03/20/2022,1.9 Kg,2800,0,0.0000(),2800,5320
Chicken Orobo,157,CO0001,23645,03/20/2022,0.7 Kg,2000,0,0.0000(),2000,1400
Chicken Gizzard,174,CO0531,23643,03/20/2022,1 Kg,1900,0,0.0000(),1900,1900
Nigerian Soft chicken,156,CO0025,23642,03/20/2022,1 Kg,1900,0,0.0000(),1900,1900
Shrimps,171,CO0025,23642,03/20/2022,0.25 Kg,6000,0,0.0000(),6000,1500
Nigerian Soft chicken,156,CO0567,23641,03/20/2022,1 Kg,1900,0,0.0000(),1900,1900
Nigerian Soft chicken,156,CO0599,23640,03/20/2022,2 Kg,1900,0,0.0000(),1900,3800
Nigerian Soft chicken,156,CO0327,23639,03/20/2022,1 Kg,1900,0,0.0000(),1900,1900
Tilapia,163,CO0933,23638,03/20/2022,1.6 Kg,1700,0,0.0000(),1700,2720
Titus,161,CO1521,23644,03/20/2022,3.9 Kg,2100,0,0.0000(),2100,8190
Sausage,170,CO1521,23644,03/20/2022,1 Pk(s),600,0,0.0000(),600,600
Old layers,179,CO0001,23636,03/20/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Nigerian Soft chicken,156,CO0001,23625,03/20/2022,1.5 Kg,1900,0,0.0000(),1900,2850
Titus,161,CO0001,23633,03/20/2022,0.6 Kg,2100,0,0.0000(),2100,1260
Old layers,179,CO0001,23634,03/20/2022,2 Pc(s),3800,0,0.0000(),3800,7600
Goatmeat - One-Eight,188,CO0849,23635,03/20/2022,1 Pk(s),3500,0,0.0000(),3500,3500
Croaker,165,CO0933,23638,03/20/2022,0.9 Kg,1750,0,0.0000(),1750,1575
Nigerian Soft chicken,156,CO0001,23632,03/20/2022,1 Kg,1900,0,0.0000(),1900,1900
Sausage,170,CO0074,23631,03/20/2022,1 Pk(s),600,0,0.0000(),600,600
Chicken Orobo,157,CO0518,23624,03/20/2022,3 Kg,2000,0,0.0000(),2000,6000
Titus,161,CO1378,23630,03/20/2022,0.6 Kg,2100,0,0.0000(),2100,1260
Turkey,160,CO1378,23630,03/20/2022,0.5 Kg,2800,0,0.0000(),2800,1400
Turkey,160,CO1378,23627,03/20/2022,1 Kg,2800,0,0.0000(),2800,2800
Sausage,170,CO0001,23626,03/20/2022,1 Pk(s),600,0,0.0000(),600,600
Sausage,170,CO0001,23629,03/20/2022,1 Pk(s),600,0,0.0000(),600,600
Nigerian Soft chicken,156,CO0616,23628,03/20/2022,1.5 Kg,1900,0,0.0000(),1900,2850
Panla,162,CO0197,23647,03/21/2022,0.9 Kg,1450,0,0.0000(),1450,1305
Nigerian Soft chicken,156,CO0656,23661,03/21/2022,1.1 Kg,1900,0,0.0000(),1900,2090
Titus,161,CO0001,23662,03/21/2022,1.5 Kg,2100,0,0.0000(),2100,3150
Ponmo,175,CO0001,23664,03/21/2022,1 Pk(s),1000,0,0.0000(),1000,1000
Croaker,165,CO0397,23646,03/21/2022,3 Kg,1750,0,0.0000(),1750,5250
Titus,161,CO0001,23666,03/21/2022,0.4 Kg,2100,0,0.0000(),2100,840
Chicken Gizzard,174,CO0478,23667,03/21/2022,1 Kg,1900,0,0.0000(),1900,1900
Shrimps,171,CO0478,23667,03/21/2022,0.25 Kg,6000,0,0.0000(),6000,1500
Sausage,170,CO0478,23667,03/21/2022,1 Pk(s),600,0,0.0000(),600,600
Croaker,165,CO0478,23667,03/21/2022,1.3 Kg,1750,0,0.0000(),1750,2275
Turkey,160,CO0478,23667,03/21/2022,1 Kg,2800,0,0.0000(),2800,2800
Nigerian Soft chicken,156,CO0478,23667,03/21/2022,1 Kg,1900,0,0.0000(),1900,1900
Turkey,160,CO0001,23668,03/21/2022,1 Kg,2800,0,0.0000(),2800,2800
Turkey,160,CO0602,23660,03/21/2022,10 Kg,2800,0,0.0000(),2800,28000
Sausage,170,CO0602,23660,03/21/2022,6 Pk(s),600,0,0.0000(),600,3600
Chicken Orobo,157,CO0489,23665,03/21/2022,1.1 Kg,2000,0,0.0000(),2000,2200
Palm oil - 2.5 Ltrs,178,CO0001,23658,03/21/2022,1 Keg,2500,0,0.0000(),2500,2500
Chicken Orobo,157,CO0197,23647,03/21/2022,1.2 Kg,2000,0,0.0000(),2000,2400
Turkey,160,CO0001,23659,03/21/2022,0.8 Kg,2800,0,0.0000(),2800,2240
Egg Half,206,CO0136,23648,03/21/2022,1 1/2,1050,0,0.0000(),1050,1050
Titus,161,CO0136,23648,03/21/2022,0.5 Kg,2100,0,0.0000(),2100,1050
Chicken Wings,158,CO0567,23649,03/21/2022,3 Kg,2200,0,0.0000(),2200,6600
Nigerian Soft chicken,156,CO0536,23650,03/21/2022,5 Kg,1900,0,0.0000(),1900,9500
Goatmeat - Full,185,CO0217,23651,03/21/2022,1 Pk(s),30000,0,0.0000(),30000,30000
Cow Leg/Kg,231,CO0374,23663,03/21/2022,2 Kg,2000,0,0.0000(),2000,4000
Egg Half,206,CO0122,23653,03/21/2022,1 1/2,1050,0,0.0000(),1050,1050
Croaker,165,CO0122,23653,03/21/2022,2 Kg,1750,0,0.0000(),1750,3500
Egg Half,206,CO0520,23654,03/21/2022,1 1/2,1050,0,0.0000(),1050,1050
Nigerian Soft chicken,156,CO0001,23655,03/21/2022,0.5 Kg,1900,0,0.0000(),1900,950
Turkey,160,CO0001,23656,03/21/2022,0.8 Kg,2800,0,0.0000(),2800,2240
Old layers,179,CO0001,23652,03/21/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Titus,161,CO0001,23657,03/21/2022,0.9 Kg,2100,0,0.0000(),2100,1890
Nigerian Soft chicken,156,CO0066,23680,03/22/2022,5 Kg,1900,0,0.0000(),1900,9500
Panla,162,CO0616,23681,03/22/2022,1.1 Kg,1450,0,0.0000(),1450,1595
Titus,161,CO0616,23681,03/22/2022,1 Kg,2100,0,0.0000(),2100,2100
Turkey,160,CO0616,23681,03/22/2022,1 Kg,2800,0,0.0000(),2800,2800
Smoked Catfish,183,CO1521,23682,03/22/2022,1 Pk(s),2000,0,0.0000(),2000,2000
Turkey,160,CO0197,23683,03/22/2022,3 Kg,2800,0,0.0000(),2800,8400
Titus,161,CO1521,23682,03/22/2022,1 Kg,2100,0,0.0000(),2100,2100
Turkey,160,CO0478,23684,03/22/2022,1.15 Kg,2800,0,0.0000(),2800,3220
Turkey,160,CO1524,23685,03/22/2022,1.5 Kg,2800,0,0.0000(),2800,4200
Turkey,160,CO1524,23686,03/22/2022,0.5 Kg,2800,0,0.0000(),2800,1400
Nigerian Soft chicken,156,CO0174,23679,03/22/2022,2 Kg,1900,0,0.0000(),1900,3800
Ponmo,175,CO1521,23682,03/22/2022,1 Pk(s),1000,0,0.0000(),1000,1000
Nigerian Soft chicken,156,CO0001,23687,03/22/2022,0.5 Kg,1900,0,0.0000(),1900,950
Old layers,179,CO0451,23673,03/22/2022,2 Pc(s),3800,0,0.0000(),3800,7600
Goatmeat - One-Eight,188,CO0155,23678,03/22/2022,1 Pk(s),3500,0,0.0000(),3500,3500
Turkey,160,CO0174,23679,03/22/2022,3 Kg,2800,0,0.0000(),2800,8400
Titus,161,CO1522,23669,03/22/2022,2 Kg,2100,0,0.0000(),2100,4200
Turkey,160,CO0001,23670,03/22/2022,0.5 Kg,2800,0,0.0000(),2800,1400
Chicken Orobo,157,CO1378,23671,03/22/2022,1 Kg,2000,0,0.0000(),2000,2000
Egg,176,CO0055,23672,03/22/2022,1 Crt,2100,0,0.0000(),2100,2100
Panla,162,CO1378,23671,03/22/2022,2 Kg,1450,0,0.0000(),1450,2900
Croaker,165,CO0656,23674,03/22/2022,1 Kg,1750,0,0.0000(),1750,1750
Nigerian Soft chicken,156,CO0656,23674,03/22/2022,1.3 Kg,1900,0,0.0000(),1900,2470
Sausage,170,CO0001,23675,03/22/2022,1 Pk(s),600,0,0.0000(),600,600
Panla,162,CO0001,23676,03/22/2022,0.5 Kg,1450,0,0.0000(),1450,725
Panla,162,CO0001,23677,03/22/2022,1.5 Kg,1450,0,0.0000(),1450,2175
Breeder,181,CO0451,23673,03/22/2022,2 Pc(s),9000,0,0.0000(),9000,18000
Sausage,170,CO0042,23700,03/23/2022,1 Pk(s),600,0,0.0000(),600,600
Egg,176,CO0042,23700,03/23/2022,1 Crt,2100,0,0.0000(),2100,2100
Old layers,179,CO0042,23700,03/23/2022,1 Pc(s),3800,0,0.0000(),3800,3800
Croaker,165,CO0288,23699,03/23/2022,1.7 Kg,1750,0,0.0000(),1750,2975
Titus,161,CO0001,23698,03/23/2022,0.7 Kg,2100,0,0.0000(),2100,1470
Chicken Orobo,157,CO1236,23697,03/23/2022,10 Kg,2000,0,0.0000(),2000,20000
Smoked Oldlayers,205,CO0001,23696,03/23/2022,2 Pc(s),4000,0,0.0000(),4000,8000
Sausage,170,CO0520,23695,03/23/2022,1 Pk(s),600,0,0.0000(),600,600
Smoked Oldlayers,205,CO0520,23695,03/23/2022,2 Pc(s),4000,0,0.0000(),4000,8000
Chicken Breast,168,CO0459,23693,03/23/2022,3 Pk(s),2800,0,0.0000(),2800,8400
Sausage,170,CO0001,23694,03/23/2022,1 Pk(s),600,0,0.0000(),600,600
Panla,162,CO0621,23692,03/23/2022,2.3 Kg,1450,0,0.0000(),1450,3335
Chicken Orobo,157,CO0675,23691,03/23/2022,1 Kg,2000,0,0.0000(),2000,2000
Old layers,179,CO0675,23691,03/23/2022,10 Pc(s),3800,0,0.0000(),3800,38000
Egg Half,206,CO0074,23690,03/23/2022,1 1/2,1050,0,0.0000(),1050,1050
Titus,161,CO0001,23689,03/23/2022,0.9 Kg,2100,0,0.0000(),2100,1890
Nigerian Soft chicken,156,CO0016,23688,03/23/2022,1 Kg,1900,0,0.0000(),1900,1900
Tilapia,163,CO1311,23701,03/23/2022,0.7 Kg,1700,0,0.0000(),1700,1190
Nigerian Soft chicken,156,CO0001,23694,03/23/2022,0.8 Kg,1900,0,0.0000(),1900,1520
Palm oil - 2.5 Ltrs,178,CO0675,23691,03/23/2022,1 Keg,2500,0,0.0000(),2500,2500
Chicken Orobo,157,CO1311,23701,03/23/2022,10 Kg,2000,0,0.0000(),2000,20000
Nigerian Soft chicken,156,CO0001,23703,03/23/2022,0.9 Kg,1900,0,0.0000(),1900,1710
Chicken Orobo,157,CO0001,23709,03/23/2022,2 Kg,2000,0,0.0000(),2000,4000
Nigerian Soft chicken,156,CO0656,23708,03/23/2022,1.5 Kg,1900,0,0.0000(),1900,2850
Chicken Orobo,157,CO0656,23708,03/23/2022,0.75 Kg,2000,0,0.0000(),2000,1500
Panla,162,CO0001,23707,03/23/2022,1 Kg,1450,0,0.0000(),1450,1450
Chicken Orobo,157,CO0001,23710,03/23/2022,1.1 Kg,2000,0,0.0000(),2000,2200
Titus,161,CO0001,23705,03/23/2022,0.5 Kg,2100,0,0.0000(),2100,1050
Nigerian Soft chicken,156,CO0602,23704,03/23/2022,10 Kg,1900,0,0.0000(),1900,19000
Turkey,160,CO0602,23704,03/23/2022,10 Kg,2800,0,0.0000(),2800,28000
Turkey,160,CO1099,23706,03/23/2022,1 Kg,2800,0,0.0000(),2800,2800
Croaker,165,CO0522,23702,03/23/2022,2.2 Kg,1750,0,0.0000(),1750,3850
Sausage,170,CO0656,23734,03/24/2022,1 Pk(s),600,0,0.0000(),600,600
Old layers,179,CO0030,23727,03/24/2022,2 Pc(s),3800,0,0.0000(),3800,7600
Egg Half,206,CO0039,23728,03/24/2022,1 1/2,1050,0,0.0000(),1050,1050
Turkey,160,CO0001,23729,03/24/2022,1 Kg,2800,0,0.0000(),2800,2800
Turkey,160,CO0260,23730,03/24/2022,2 Kg,2800,0,0.0000(),2800,5600
Chicken Orobo,157,CO0260,23730,03/24/2022,2 Kg,2000,0,0.0000(),2000,4000
Titus,161,CO0001,23731,03/24/2022,0.75 Kg,2100,0,0.0000(),2100,1575
Nigerian Soft chicken,156,CO0001,23732,03/24/2022,0.8 Kg,1900,0,0.0000(),1900,1520
Tilapia,163,CO0709,23733,03/24/2022,2 Kg,1700,0,0.0000(),1700,3400
Chicken Gizzard,174,CO0478,23739,03/24/2022,1 Kg,1900,0,0.0000(),1900,1900
Chicken Orobo,157,CO0656,23736,03/24/2022,1 Kg,2000,0,0.0000(),2000,2000
Titus,161,CO0001,23737,03/24/2022,0.95 Kg,2100,0,0.0000(),2100,1995
Turkey,160,CO0001,23738,03/24/2022,2 Kg,2800,0,0.0000(),2800,5600
Titus,161,CO0001,23726,03/24/2022,1 Kg,2100,0,0.0000(),2100,2100
Croaker,165,CO0478,23739,03/24/2022,0.9 Kg,1750,0,0.0000(),1750,1575
Titus,161,CO0478,23739,03/24/2022,1 Kg,2100,0,0.0000(),2100,2100
Turkey,160,CO0478,23739,03/24/2022,0.9 Kg,2800,0,0.0000(),2800,2520
Nigerian Soft chicken,156,CO0478,23739,03/24/2022,0.9 Kg,1900,0,0.0000(),1900,1710
Nigerian Soft chicken,156,CO0656,23740,03/24/2022,0.9 Kg,1900,0,0.0000(),1900,1710
Nigerian Soft chicken,156,CO0656,23734,03/24/2022,1.6 Kg,1900,0,0.0000(),1900,3040
